committee,term_office1,meeting_id,subject,topic,person,affiliation,entity,abbreviation,NGO,c_industry,c_employers,c_trade,c_company,c_research,c_gov,c_parliament,c_public,c_autonomy,c_lobbyst,c_state,c_parks,c_foreign,c_other
OSZ,VII,11,  - rozpatrzenie informacji Ministra Środowiska nt. konsekwencji wprowadzenia w życie zobowiązań wynikających z pakietu energetyczno-klimatycznego - zagrożenia i szanse dla rozwoju polskiej gospodarki;    - pierwsze czytanie poselskiego projektu uchwały w sprawie rozpoczęcia przez Rząd RP renegocjacji pakietu klimatyczno-energetycznego na szczeblu Unii Europejskiej z respektowaniem zobowiązań Stron Konwencji Klimatycznej ONZ i Protokołu z Kioto (druk nr 142);    - sprawy bieżące.  ,,Małgorzata Skucha, wiceprezes zarządu Narodowego Funduszu Ochrony Środowiska i Gospodarki Wodnej wraz ze współpracownikami ,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej ,NFOŚiGW,,,,,,,,,1,,,,,,
OSZ,VII,11,  - rozpatrzenie informacji Ministra Środowiska nt. konsekwencji wprowadzenia w życie zobowiązań wynikających z pakietu energetyczno-klimatycznego - zagrożenia i szanse dla rozwoju polskiej gospodarki;    - pierwsze czytanie poselskiego projektu uchwały w sprawie rozpoczęcia przez Rząd RP renegocjacji pakietu klimatyczno-energetycznego na szczeblu Unii Europejskiej z respektowaniem zobowiązań Stron Konwencji Klimatycznej ONZ i Protokołu z Kioto (druk nr 142);    - sprawy bieżące.  ,,Leszek Wieciech, dyrektor generalny Polskiej Organizacji Przemysłu i Handlu Naftowego ,,,,,1,,,,,,,,,,,,
OSZ,VII,11,  - rozpatrzenie informacji Ministra Środowiska nt. konsekwencji wprowadzenia w życie zobowiązań wynikających z pakietu energetyczno-klimatycznego - zagrożenia i szanse dla rozwoju polskiej gospodarki;    - pierwsze czytanie poselskiego projektu uchwały w sprawie rozpoczęcia przez Rząd RP renegocjacji pakietu klimatyczno-energetycznego na szczeblu Unii Europejskiej z respektowaniem zobowiązań Stron Konwencji Klimatycznej ONZ i Protokołu z Kioto (druk nr 142);    - sprawy bieżące.  ,,Arkadiusz Sekściński, zastępca dyrektora Polskiego Stowarzyszenia Energetyki Wiatrowej ,Polskie Stowarzyszenie Energetyki Wiatrowej,,1,,,,,,,,,,,,,,
OSZ,VII,11,  - rozpatrzenie informacji Ministra Środowiska nt. konsekwencji wprowadzenia w życie zobowiązań wynikających z pakietu energetyczno-klimatycznego - zagrożenia i szanse dla rozwoju polskiej gospodarki;    - pierwsze czytanie poselskiego projektu uchwały w sprawie rozpoczęcia przez Rząd RP renegocjacji pakietu klimatyczno-energetycznego na szczeblu Unii Europejskiej z respektowaniem zobowiązań Stron Konwencji Klimatycznej ONZ i Protokołu z Kioto (druk nr 142);    - sprawy bieżące.  ,,Janusz Turski, dyrektor Stowarzyszenia Papierników Polskich ,Stowarzyszenie Papierników Polskich,,,1,,,,,,,,,,,,,
OSZ,VII,11,  - rozpatrzenie informacji Ministra Środowiska nt. konsekwencji wprowadzenia w życie zobowiązań wynikających z pakietu energetyczno-klimatycznego - zagrożenia i szanse dla rozwoju polskiej gospodarki;    - pierwsze czytanie poselskiego projektu uchwały w sprawie rozpoczęcia przez Rząd RP renegocjacji pakietu klimatyczno-energetycznego na szczeblu Unii Europejskiej z respektowaniem zobowiązań Stron Konwencji Klimatycznej ONZ i Protokołu z Kioto (druk nr 142);    - sprawy bieżące.  ,,Dariusz Szwed, członek zarządu Krajowego Partii Zieloni 2004 ,,,,,,,,,,,,,,,,,1
OSZ,VII,11,  - rozpatrzenie informacji Ministra Środowiska nt. konsekwencji wprowadzenia w życie zobowiązań wynikających z pakietu energetyczno-klimatycznego - zagrożenia i szanse dla rozwoju polskiej gospodarki;    - pierwsze czytanie poselskiego projektu uchwały w sprawie rozpoczęcia przez Rząd RP renegocjacji pakietu klimatyczno-energetycznego na szczeblu Unii Europejskiej z respektowaniem zobowiązań Stron Konwencji Klimatycznej ONZ i Protokołu z Kioto (druk nr 142);    - sprawy bieżące.  ,,Ilona Jędrasik, ,,,,,,,,,,,,,,,,,
OSZ,VII,11,  - rozpatrzenie informacji Ministra Środowiska nt. konsekwencji wprowadzenia w życie zobowiązań wynikających z pakietu energetyczno-klimatycznego - zagrożenia i szanse dla rozwoju polskiej gospodarki;    - pierwsze czytanie poselskiego projektu uchwały w sprawie rozpoczęcia przez Rząd RP renegocjacji pakietu klimatyczno-energetycznego na szczeblu Unii Europejskiej z respektowaniem zobowiązań Stron Konwencji Klimatycznej ONZ i Protokołu z Kioto (druk nr 142);    - sprawy bieżące.  ,,Zbigniew Karaczun, przedstawiciele Koalicji Klimatycznej   prof. ,,,1,,,,,,,,,,,,,,
OSZ,VII,11,  - rozpatrzenie informacji Ministra Środowiska nt. konsekwencji wprowadzenia w życie zobowiązań wynikających z pakietu energetyczno-klimatycznego - zagrożenia i szanse dla rozwoju polskiej gospodarki;    - pierwsze czytanie poselskiego projektu uchwały w sprawie rozpoczęcia przez Rząd RP renegocjacji pakietu klimatyczno-energetycznego na szczeblu Unii Europejskiej z respektowaniem zobowiązań Stron Konwencji Klimatycznej ONZ i Protokołu z Kioto (druk nr 142);    - sprawy bieżące.  ,,Piotr Paschalis-Jakubowicz, ekspert Komisji.,,,,,,,,,,1,,,,,,,
OSZ,VII,11,  - rozpatrzenie informacji Ministra Środowiska nt. konsekwencji wprowadzenia w życie zobowiązań wynikających z pakietu energetyczno-klimatycznego - zagrożenia i szanse dla rozwoju polskiej gospodarki;    - pierwsze czytanie poselskiego projektu uchwały w sprawie rozpoczęcia przez Rząd RP renegocjacji pakietu klimatyczno-energetycznego na szczeblu Unii Europejskiej z respektowaniem zobowiązań Stron Konwencji Klimatycznej ONZ i Protokołu z Kioto (druk nr 142);    - sprawy bieżące.  ,,"Bogusława Kram, Krystyna Pająk, Piotr Wołejko", - z sekretariatu Komisji w Biurze Komisji Sejmowych ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VII,11,  - rozpatrzenie informacji Ministra Środowiska nt. konsekwencji wprowadzenia w życie zobowiązań wynikających z pakietu energetyczno-klimatycznego - zagrożenia i szanse dla rozwoju polskiej gospodarki;    - pierwsze czytanie poselskiego projektu uchwały w sprawie rozpoczęcia przez Rząd RP renegocjacji pakietu klimatyczno-energetycznego na szczeblu Unii Europejskiej z respektowaniem zobowiązań Stron Konwencji Klimatycznej ONZ i Protokołu z Kioto (druk nr 142);    - sprawy bieżące.  ,,Przemysław Sadłoń, - legislator z Biura Legislacyjnego   ,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
OSZ,VII,11,  - rozpatrzenie informacji Ministra Środowiska nt. konsekwencji wprowadzenia w życie zobowiązań wynikających z pakietu energetyczno-klimatycznego - zagrożenia i szanse dla rozwoju polskiej gospodarki;    - pierwsze czytanie poselskiego projektu uchwały w sprawie rozpoczęcia przez Rząd RP renegocjacji pakietu klimatyczno-energetycznego na szczeblu Unii Europejskiej z respektowaniem zobowiązań Stron Konwencji Klimatycznej ONZ i Protokołu z Kioto (druk nr 142);    - sprawy bieżące.  ,,Mirosław Sobolewski, - specjalista z Biura Analiz Sejmowych.,Biuro Analiz Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VII,12,  - poprawki zgłoszone w drugim czytaniu rządowego projektu ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druki nr 175 i 222).  ,,Beata Jaczewska, podsekretarz stanu w Ministerstwie Środowiska wraz ze współpracownikami ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,VII,12,  - poprawki zgłoszone w drugim czytaniu rządowego projektu ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druki nr 175 i 222).  ,,Małgorzata Skucha, zastępca prezesa Zarządu Narodowego Funduszu Ochrony Środowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej ,NFOŚiGW,,,,,,,,,1,,,,,,
OSZ,VII,12,  - poprawki zgłoszone w drugim czytaniu rządowego projektu ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druki nr 175 i 222).  ,,Lucyna Dygas-Ciołkowska, dyrektor Departamentu Monitoringu i Informacji o Środowisku Głównego Inspektoratu Ochrony Środowiska ,,,,,,,,,,,1,,,,,,
OSZ,VII,12,  - poprawki zgłoszone w drugim czytaniu rządowego projektu ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druki nr 175 i 222).  ,,Roman Głaz ,naczelnik Wydziału Ochrony Atmosfery w Departamencie Zmian Klimatu i Ochrony Atmosfery Ministerstwa Środowiska ,,,,,,,,,1,,,,,,,,
OSZ,VII,12,  - poprawki zgłoszone w drugim czytaniu rządowego projektu ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druki nr 175 i 222).  ,,Agnieszka Kostrzewa, główny specjalista w Departamencie Finansowania Sfery Budżetowej Ministerstwa Finansów ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
OSZ,VII,12,  - poprawki zgłoszone w drugim czytaniu rządowego projektu ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druki nr 175 i 222).  ,,Krystyna Warchałowska, zastępca dyrektora Departamentu Środowiska Najwyższej Izby Kontroli.,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,VII,12,  - poprawki zgłoszone w drugim czytaniu rządowego projektu ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druki nr 175 i 222).  ,,Krystyna Pająk,,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VII,12,  - poprawki zgłoszone w drugim czytaniu rządowego projektu ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druki nr 175 i 222).  ,, Bogusława Kram,,,,,,,,,,,1,,,,,,,
OSZ,VII,12,  - poprawki zgłoszone w drugim czytaniu rządowego projektu ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druki nr 175 i 222).  ,, Piotr Wołejko ,- z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VII,12,  - poprawki zgłoszone w drugim czytaniu rządowego projektu ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druki nr 175 i 222).  ,,Michał Baranowski, ,,,,,,,,,,1,,,,,,,
OSZ,VII,12,  - poprawki zgłoszone w drugim czytaniu rządowego projektu ustawy o zmianie ustawy - Prawo ochrony środowiska oraz niektórych innych ustaw (druki nr 175 i 222).  ,,Radosław Radosławski, - legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
OSZ,VII,13,  - wniosek o przeprowadzenie wysłuchania publicznego w sprawie przedstawionego przez Prezydenta Rzeczypospolitej Polskiej projektu ustawy o nasiennictwie (druk nr 176).  ,,Andrzej Butra, podsekretarz stanu w Ministerstwie Rolnictwa i Rozwoju Wsi wraz ze współpracownikami ,Ministerstwo Rolnictwa i Rozwoju Wsi,MRiR,,,,,,,1,,,,,,,,
OSZ,VII,13,  - wniosek o przeprowadzenie wysłuchania publicznego w sprawie przedstawionego przez Prezydenta Rzeczypospolitej Polskiej projektu ustawy o nasiennictwie (druk nr 176).  ,,Olgierd Dziekoński ,sekretarz stanu w Kancelarii Prezydenta Rzeczypospolitej Polskiej wraz ze współpracownikami ,,,,,,,,,1,,,,,,,,
OSZ,VII,13,  - wniosek o przeprowadzenie wysłuchania publicznego w sprawie przedstawionego przez Prezydenta Rzeczypospolitej Polskiej projektu ustawy o nasiennictwie (druk nr 176).  ,,Michał Giziński, główny specjalista w Ministerstwie Środowiska   ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,VII,13,  - wniosek o przeprowadzenie wysłuchania publicznego w sprawie przedstawionego przez Prezydenta Rzeczypospolitej Polskiej projektu ustawy o nasiennictwie (druk nr 176).  ,,Katarzyna Papińska, doradca w Najwyższej Izbie Kontroli.,,,,,,,,,,,1,,,,,,
OSZ,VII,13,  - wniosek o przeprowadzenie wysłuchania publicznego w sprawie przedstawionego przez Prezydenta Rzeczypospolitej Polskiej projektu ustawy o nasiennictwie (druk nr 176).  ,,"Bogusława Kram, Krystyna Pająk, Piotr Wołejko, Włodzimierz Wieczorkowski, Danuta Winiarczyk", - z sekretariatu Komisji w Biurze Komisji Sejmowych   ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VII,13,  - wniosek o przeprowadzenie wysłuchania publicznego w sprawie przedstawionego przez Prezydenta Rzeczypospolitej Polskiej projektu ustawy o nasiennictwie (druk nr 176).  ,,Radosław Radosławski, - legislator z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
OSZ,VII,14,  - wniosek o powołanie podkomisji nadzwyczajnej do rozpatrzenia obywatelskiego projektu ustawy o zmianie ustawy o ochronie przyrody (druk nr 23).  ,,Anna Jasieńska,,,,,,,,,,,1,,,,,,,
OSZ,VII,14,  - wniosek o powołanie podkomisji nadzwyczajnej do rozpatrzenia obywatelskiego projektu ustawy o zmianie ustawy o ochronie przyrody (druk nr 23).  ,, Bogusława Kram, ,,,,,,,,,,1,,,,,,,
OSZ,VII,14,  - wniosek o powołanie podkomisji nadzwyczajnej do rozpatrzenia obywatelskiego projektu ustawy o zmianie ustawy o ochronie przyrody (druk nr 23).  ,,Krystyna Pająk,,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VII,14,  - wniosek o powołanie podkomisji nadzwyczajnej do rozpatrzenia obywatelskiego projektu ustawy o zmianie ustawy o ochronie przyrody (druk nr 23).  ,, Anna Szała ,i,,,,,,,,,,1,,,,,,,
OSZ,VII,14,  - wniosek o powołanie podkomisji nadzwyczajnej do rozpatrzenia obywatelskiego projektu ustawy o zmianie ustawy o ochronie przyrody (druk nr 23).  ,, Piotr Wołejko, ,,,,,,,,,,1,,,,,,,
OSZ,VII,14,  - wniosek o powołanie podkomisji nadzwyczajnej do rozpatrzenia obywatelskiego projektu ustawy o zmianie ustawy o ochronie przyrody (druk nr 23).  ,,-, z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VII,15,"  - informację Ministra Środowiska pt. „Ocena funkcjonowania Generalnej Dyrekcji Ochrony Środowiska i regionalnych dyrekcji ochrony środowiska, z uwzględnieniem realizacji programu Natura 2000”,    - sprawy bieżące.  ",,Stanisław Gawłowski ,sekretarz stanu w Ministerstwie Środowiska ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,VII,15,"  - informację Ministra Środowiska pt. „Ocena funkcjonowania Generalnej Dyrekcji Ochrony Środowiska i regionalnych dyrekcji ochrony środowiska, z uwzględnieniem realizacji programu Natura 2000”,    - sprawy bieżące.  ",,Michał Kiełsznia, generalny dyrektor ochrony środowiska ,,,,,,,,,,,1,,,,,,
OSZ,VII,15,"  - informację Ministra Środowiska pt. „Ocena funkcjonowania Generalnej Dyrekcji Ochrony Środowiska i regionalnych dyrekcji ochrony środowiska, z uwzględnieniem realizacji programu Natura 2000”,    - sprawy bieżące.  ",,Hanna Dzikowska, regionalny dyrektor ochrony środowiska w Gdańsku ,,,,,,,,,,,1,,,,,,
OSZ,VII,15,"  - informację Ministra Środowiska pt. „Ocena funkcjonowania Generalnej Dyrekcji Ochrony Środowiska i regionalnych dyrekcji ochrony środowiska, z uwzględnieniem realizacji programu Natura 2000”,    - sprawy bieżące.  ",,Jerzy Wertz, regionalny dyrektor ochrony środowiska w Krakowie ,,,,,,,,,,,1,,,,,,
OSZ,VII,15,"  - informację Ministra Środowiska pt. „Ocena funkcjonowania Generalnej Dyrekcji Ochrony Środowiska i regionalnych dyrekcji ochrony środowiska, z uwzględnieniem realizacji programu Natura 2000”,    - sprawy bieżące.  ",,Anna Stachura, główny specjalista w Ministerstwie Finansów ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
OSZ,VII,15,"  - informację Ministra Środowiska pt. „Ocena funkcjonowania Generalnej Dyrekcji Ochrony Środowiska i regionalnych dyrekcji ochrony środowiska, z uwzględnieniem realizacji programu Natura 2000”,    - sprawy bieżące.  ",,Katarzyna Papińska, doradca w Najwyższej Izbie Kontroli ,,,,,,,,,,,1,,,,,,
OSZ,VII,15,"  - informację Ministra Środowiska pt. „Ocena funkcjonowania Generalnej Dyrekcji Ochrony Środowiska i regionalnych dyrekcji ochrony środowiska, z uwzględnieniem realizacji programu Natura 2000”,    - sprawy bieżące.  ",,Leszek Jóskowiak, p.o. dyrektora Departamentu Ochrony Przyrody w Narodowym Funduszu Ochrony Środowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej ,NFOŚiGW,,,,,,,,,,,,,,,
OSZ,VII,15,"  - informację Ministra Środowiska pt. „Ocena funkcjonowania Generalnej Dyrekcji Ochrony Środowiska i regionalnych dyrekcji ochrony środowiska, z uwzględnieniem realizacji programu Natura 2000”,    - sprawy bieżące.  ",,Jerzy Ziaja, prezes Ogólnopolskiej Izby Gospodarczej Recyklingu   prof. ,Ogólnopolska Izba Gospodarcza Recyklingu,OIGR,,1,,,,,,,,,,,,,
OSZ,VII,15,"  - informację Ministra Środowiska pt. „Ocena funkcjonowania Generalnej Dyrekcji Ochrony Środowiska i regionalnych dyrekcji ochrony środowiska, z uwzględnieniem realizacji programu Natura 2000”,    - sprawy bieżące.  ",,Marek Gromiec, ,,,,,,,,,,1,,,,,,,
OSZ,VII,15,"  - informację Ministra Środowiska pt. „Ocena funkcjonowania Generalnej Dyrekcji Ochrony Środowiska i regionalnych dyrekcji ochrony środowiska, z uwzględnieniem realizacji programu Natura 2000”,    - sprawy bieżące.  ",,Dariusz Gronek, i prof. ,,,,,,,,,,1,,,,,,,
OSZ,VII,15,"  - informację Ministra Środowiska pt. „Ocena funkcjonowania Generalnej Dyrekcji Ochrony Środowiska i regionalnych dyrekcji ochrony środowiska, z uwzględnieniem realizacji programu Natura 2000”,    - sprawy bieżące.  ",,Stanisław Speczik, - eksperci Komisji.,,,,,,,,,,1,,,,,,,1
OSZ,VII,15,"  - informację Ministra Środowiska pt. „Ocena funkcjonowania Generalnej Dyrekcji Ochrony Środowiska i regionalnych dyrekcji ochrony środowiska, z uwzględnieniem realizacji programu Natura 2000”,    - sprawy bieżące.  ",,"Bogusława Kram, Krystyna Pająk, Piotr Wołejko", - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VII,16,  - Koncepcję Przestrzennego Zagospodarowania Kraju 2030 (druk nr 169).  ,,Stanisław Gawłowski, sekretarz stanu w Ministerstwie Środowiska ,Ministerstwo Środowiska,MŚ,,,,,,,1,,,,,,,,
OSZ,VII,16,  - Koncepcję Przestrzennego Zagospodarowania Kraju 2030 (druk nr 169).  ,,Marceli Niezgoda, podsekretarz stanu w Ministerstwie Rozwoju Regionalnego wraz ze współpracownikami ,Ministerstwo Rozwoju Regionalnego,MRR,,,,,,,1,,,,,,,,
OSZ,VII,16,  - Koncepcję Przestrzennego Zagospodarowania Kraju 2030 (druk nr 169).  ,,Michał Kiełsznia, generalny dyrektor ochrony środowiska ,,,,,,,,,,,1,,,,,,
OSZ,VII,16,  - Koncepcję Przestrzennego Zagospodarowania Kraju 2030 (druk nr 169).  ,,Krystyna Łazutka, naczelnik wydziału w Ministerstwie Transportu Budownictwa i Gospodarki Morskiej ,,,,,,,,,1,,,,,,,,
OSZ,VII,16,  - Koncepcję Przestrzennego Zagospodarowania Kraju 2030 (druk nr 169).  ,,Teresa Warchałowska, p.o. dyrektora Departamentu Środowiska Rolnictwa i Zagospodarowania Przestrzennego Najwyższej Izby Kontroli wraz ze współpracownikiem ,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,VII,16,  - Koncepcję Przestrzennego Zagospodarowania Kraju 2030 (druk nr 169).  ,,Małgorzata Skucha, zastępca Prezesa Zarządu Narodowego Funduszu Ochrony Środowiska i Gospodarki Wodnej wraz ze współpracownikami ,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej ,NFOŚiGW,,,,,,,,,1,,,,,,
OSZ,VII,16,  - Koncepcję Przestrzennego Zagospodarowania Kraju 2030 (druk nr 169).  ,,Jacek Sztechman, prezes Krajowej Rady Izby Urbanistów wraz ze współpracownikami prof. ,Krajowa Rada Urbanistów,Krajowa Rada Urbanistów,,1,,,,,,,,,,,,,
OSZ,VII,16,  - Koncepcję Przestrzennego Zagospodarowania Kraju 2030 (druk nr 169).  ,,Tomasz Komornicki, członek Rady Naukowej Instytutu Geografii i Przestrzennego Zagospodarowania PAN ,,,,,,,,1,,,,,,,,,
OSZ,VII,16,  - Koncepcję Przestrzennego Zagospodarowania Kraju 2030 (druk nr 169).  ,,Adam Kowalewski, przewodniczący Głównej Komisji  Urbanistyczno-Architektonicznej ,,,,,,,,,,,,,,,,,
