num,term_office,committee,term_office1,meeting_id,subject,topic,person,affiliation,entity,abbreviation,NGO,c_industry,c_employers,c_trade,c_company,c_research,c_gov,c_parliament,c_public,c_autonomy,c_lobbyst,c_state,c_parks,c_foreign,c_other
1739,VI,OSZ,VI,147,,,Jacek Cichocki ,zast?pca dyrektora ds. technicznych Urz?du Morskiego w Szczecinie   ,,,,,,,,,,,1,,,,,,
1740,VI,OSZ,VI,147,,,Krzysztof W?odarczyk ,dyrektor Biura,,,,,,,,,,,1,,,,,,
1741,VI,OSZ,VI,147,,, ,Zwi?zku Miast i Gmin Morskich. ,Zwi?zek Miast i Gmin Morskich,,1,,,,,,,,,1,,,,,
1742,VI,OSZ,VI,147,,,Bogus?awa Kram, ,,,,,,,,,,,,,,,,,
1743,VI,OSZ,VI,147,,,Kamil Mica?, ,,,,,,,,,,,,,,,,,
1744,VI,OSZ,VI,147,,,Teodozja Nojszewska-Komar ,i ,,,,,,,,,,,,,,,,,
1745,VI,OSZ,VI,147,,,Krystyna Paj?k, - z sekretariatów Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1746,VI,OSZ,VI,148,"  - rozpatrzenie informacji NIK o wynikach kontroli gospodarowania w gminach wybranych województw sta?ymi odpadami komunalnymi, w tym zw?aszcza ulegaj?cymi biodegradacji, ",,Bernard B?aszczyk, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1747,VI,OSZ,VI,148,  - rozpatrzenie informacji NIK o wynikach kontroli zapewnienia spo?ecze?stwu udzia?u w post?powaniach dotycz?cych ?rodowiska.  ,,Marek Chodkiewicz ,dyrektor generalny w Najwy?szej Izbie Kontroli wraz ze wspó?pracownikami ,,,,,,,,,,,1,,,,,,
1748,VI,OSZ,VI,148,,,Jerzy Ziaja ,prezes Ogólnopolskiej Izby Gospodarczej Recyklingu ,Ogólnopolska Izba Gospodarcza Recyklingu,OIGR,,1,,,,,,,,,,,,,
1749,VI,OSZ,VI,148,,,Bohdan Szama?ski ,przedstawiciel Polskiego Klubu Ekologicznego ,Polski Klub Ekologiczny,PKE,1,,,,,,,,,,,,,,
1750,VI,OSZ,VI,148,,,Micha? D?browski i Dariusz Matlak ,przedstawiciele Polskiej Izby Gospodarki Odpadami ,Polska Izba Gospodarki Odpadami,,,1,,,,,,,,,,,,,
1751,VI,OSZ,VI,148,,,Witold Zi?czuk, przedstawiciel Zwi?zku Pracowników Gospodarki Odpadami.,,,,1,,,,,,,,,,,,,
1752,VI,OSZ,VI,148,,,"S?awomir Jakubczak, Kamil Mica?, Bogus?awa Kram, Dariusz Myrcha, Krystyna Paj?k", - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1753,VI,OSZ,VI,149,  - rozpatrzenie poprawek zg?oszonych w trakcie drugiego czytania rz?dowego projektu ustawy o zmianie ustawy o Inspekcji Ochrony ?rodowiska oraz ustawy o dzia?ach administracji rz?dowej (druki nr 2976 i 3272); ,,Andrzej Jagusiewicz ,g?ówny inspektor ochrony ?rodowiska ,,,,,,,,,,,1,,,,,,
1754,VI,OSZ,VI,149,  - rozpatrzenie odpowiedzi na dezyderat nr 11 w sprawie Inspekcji Ochrony ?rodowiska w Polsce; ,,Roman Jaworski, zast?pca g?ównego inspektora ochrony ?rodowiska ,,,,,,,,,,,1,,,,,,
1755,VI,OSZ,VI,149,  - sprawy bie??ce.  ,,Halina B?aszczyk, doradca techniczny w Najwy?szej Izbie Kontroli ,Najwy?sza Izba Kontroli,,,,,,,,,,1,,,,,,
1756,VI,OSZ,VI,149,,,Andrzej Sidorski, zast?pca dyrektora Departamentu Gospodarki Wodnej w Narodowym Funduszu Ochrony ?rodowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1757,VI,OSZ,VI,149,,,Jerzy Ziaja, prezes Zarz?du Ogólnopolskiej Izby Gospodarczej Recyklingu ,Ogólnopolska Izba Gospodarcza Recyklingu,OIGR,,1,,,,,,,,,,,,,
1758,VI,OSZ,VI,149,,,Jaros?aw Latusek,   ,,,,,,,,,,,,,,,,,
1759,VI,OSZ,VI,149,,,Waldemar Nencki, przedstawiciele Sekcji Krajowej Pracowników Administracji Rz?dowej i Samorz?dowej NSZZ 'Solidarno??'.,NSZZ Solidarno??,,,,,1,,,,,,,,,,,
1760,VI,OSZ,VI,149,,,"Krystyna Paj?k, Bogus?awa Kram,  Kamil Mica?", - z sekretariatu Komisji w Biurze Komisji Sejmowych   ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1761,VI,OSZ,VI,149,,,Tomasz Jaroszy?ski, - legislator z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
1762,VI,OSZ,VI,150,"  - odpowied? na dezyderat nr 12 w sprawie funkcjonowania parków narodowych, ",,Stanis?aw Gaw?owski, sekretarz stanu w Ministerstwie ?rodowiska ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1763,VI,OSZ,VI,150,"  - odpowied? na dezyderat nr 13 w sprawie wype?nienia zobowi?za? traktatu akcesyjnego w zakresie gospodarki wodno-?ciekowej, ",,Leszek Karwowski, prezes Krajowego Zarz?du Gospodarki Wodnej ,,,,,,,,,,,1,,,,,,
1764,VI,OSZ,VI,150,"  - odpowied? na dezyderat nr 14 w sprawie ochrony przeciwpowodziowej, ",,Zdzis?aw ?ydak, dyrektor   ,,,,,,,,,,,,,,,,,
1765,VI,OSZ,VI,150,  - odpowied? na dezyderat nr 15 w sprawie stanu realizacji zobowi?za? akcesyjnych Polski w dziedzinie ochrony ?rodowiska.  ,,Jolanta Kolasi?ska, g?ówny specjalista w Departamencie Strategii Budownictwa i Mieszkalnictwa Ministerstwa Infrastruktury ,,,,,,,,,1,,,,,,,,
1766,VI,OSZ,VI,150,,,Halina B?aszczyk, doradca techniczny w Najwy?szej Izbie Kontroli ,,,,,,,,,,,1,,,,,,
1767,VI,OSZ,VI,150,,,Ma?gorzata Skucha, wiceprezes Zarz?du Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1768,VI,OSZ,VI,150,,,Jerzy Ziaja, prezes Zarz?du Ogólnopolskiej Izby Gospodarczej Recyklingu ,Ogólnopolska Izba Gospodarcza Recyklingu,OIGR,,1,,,,,,,,,,,,,
1769,VI,OSZ,VI,150,,,Adam Ma?yszko, prezes Stowarzyszenia Forum Recyklingu Samochodów.,Forum Recyklingu Samochodów,FORS,1,,,,,,,,,,,,,,
1770,VI,OSZ,VI,150,,,"Krystyna Paj?k, Bogus?awa Kram",  - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1771,VI,OSZ,VI,151,  - sprawozdanie podkomisji nadzwyczajnej o poselskim projekcie ustawy o zmianie ustawy - Prawo ochrony ?rodowiska (druk nr 3169).  ,,Stanis?aw Gaw?owski, sekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1772,VI,OSZ,VI,151,,,Jan R?czka ,Prezes Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1773,VI,OSZ,VI,151,,,Danuta Kiepas ,radca ministra finansów,Ministerstwo Finansów,MF,,,,,,,,,,,,,,,
1774,VI,OSZ,VI,151,,,", Halina B?aszczyk ",przedstawicielka Najwy?szej Izby Kontroli.,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
1775,VI,OSZ,VI,151,,,"Anna Jasie?ska, Bogus?awa Kram,  Dariusz Myrcha, Kamil Mica?, Krystyna Paj?k", - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1776,VI,OSZ,VI,151,,,Tomasz Jaroszy?ski, - legislator z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
1777,VI,OSZ,VI,152,  - informacj? nt. planowanego przez rz?d w??czenia Lasów Pa?stwowych do sektora finansów publicznych.  ,,Dominik Radziwi??, podsekretarz stanu w Ministerstwie Finansów wraz ze wspó?pracownikami ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
1778,VI,OSZ,VI,152,,,Janusz Zaleski, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1779,VI,OSZ,VI,152,,,Marian Pigan, dyrektor generalny Lasów Pa?stwowych wraz ze wspó?pracownikami ,Lasy Pa?stwowe,,,,,,,,,,,,,,,,1
1780,VI,OSZ,VI,152,,,Jan R?czka, prezes Zarz?du Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej wraz ze wspó?pracownikami ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1781,VI,OSZ,VI,152,,,Anna Krzywicka, doradca prawny w Najwy?szej Izbie Kontroli ,,,,,,,,,,,1,,,,,,
1782,VI,OSZ,VI,152,,,Miros?awa Wnuk, ekspert w Kancelarii Prezydenta RP ,,,,,,,,,1,,,,,,,,
1783,VI,OSZ,VI,152,,,Ryszard Szczygie?, zast?pca dyrektora Instytutu Badawczego Le?nictwa ,,,,,,,,1,,,,,,,,,
1784,VI,OSZ,VI,152,,,Janusz Turski, dyrektor zarz?dzaj?cy Stowarzyszenia Papierników Polskich ,Stowarzyszenie Papierników Polskich,,,1,,,,,,,,,,,,,
1785,VI,OSZ,VI,152,,,Tadeusz Pokrywka, prezes Krajowej Izby Gospodarczej Przemys?u Spo?ywczego ,,,,,,,,,,,,,,,,,
1786,VI,OSZ,VI,152,,,Henryk Pargie?a, przewodnicz?cy Stowarzyszenia Ruch Obrony Lasów Polskich ,Stowarzyszenie Ruch Obrony Lasów Polskich ,Stowarzyszenie Ruch Obrony Lasów Polskich ,1,,,,,,,,,,,,,,1
1787,VI,OSZ,VI,152,,,Bohdan Szyma?ski, przedstawiciel Polskiego Klubu Ekologicznego  ,Polski Klub Ekologiczny,PKE,1,,,,,,,,,,,,,,
1788,VI,OSZ,VI,152,,,Kazimierz Uleniecki, przewodnicz?cy Krajowej Sekcji Pracowników Le?nictwa NSZZ 'Solidarno??' wraz ze swymi zast?pcami ,NSZZ Solidarno??,NSZZ Solidarno??,,,,1,,,,,,,,,,,
1789,VI,OSZ,VI,152,,,Zbigniew Kuszlewicz, przewodnicz?cy Krajowego Sekretariatu Zasobów Naturalnych Ochrony ?rodowiska i Le?nictwa NSZZ 'Solidarno??' ,NSZZ Solidarno??,NSZZ Solidarno??,,,,1,,,,,,,,,,,
1790,VI,OSZ,VI,152,,,Piotr Albrzykowski, przewodnicz?cy Krajowej Sekcji Pracowników Le?nictwa Ochrony ?rodowiska Zwi?zku Zawodowego 'Budowlani' ,,,,,,1,,,,,,,,,,,
1791,VI,OSZ,VI,152,,,Jerzy  Przybylski, przewodnicz?cy Zwi?zku Le?ników Polskich w Rzeczypospolitej Polskiej.,,,,,,,,,,,,,,,,,
1792,VI,OSZ,VI,152,,,"Krystyna Paj?k, Bogus?awa Kram,  Kamil Mica?", - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1793,VI,OSZ,VI,153,  - pierwsze czytanie rz?dowego projektu ustawy o zmianie ustawy - Prawo wodne oraz niektórych innych ustaw (druk nr 3425).  ,,Henryk Jacek Jezierski, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1794,VI,OSZ,VI,153,,,Leszek Karwowski, prezes Krajowego Zarz?du Gospodarki Wodnej ,,,,,,,,,,,1,,,,,,
1795,VI,OSZ,VI,153,,,Teresa Warcha?owska, zast?pca dyrektora Departamentu ?rodowiska Rolnictwa i Zagospodarowania Przestrzennego w Najwy?szej Izbie Kontroli   ,,,,,,,,,,,1,,,,,,
1796,VI,OSZ,VI,153,,,Anna Czy?ewska, dyrektor Departamentu Gospodarki Wodnej w Narodowym Funduszu Ochrony ?rodowiska i Gospodarki Wodnej.,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1797,VI,OSZ,VI,153,,,"Krystyna Paj?k, Bogus?awa Kram ",i,Biuro Komisji Sejmowych,,,,,,,,,,,,,,,,
1798,VI,OSZ,VI,153,,, Kamil Mica?, - z sekretariatu Komisji w Biurze Komisji Sejmowych   ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1799,VI,OSZ,VI,153,,,Aleksandra Radwa?ska ,i,,,,,,,,,,,,,,,,,
1800,VI,OSZ,VI,153,,, Dariusz D?bkowski, - legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
1801,VI,OSZ,VI,154,  - poprawki zg?oszone w trakcie drugiego czytania do poselskiego projektu ustawy o zmianie ustawy - Prawo ochrony ?rodowiska (druki nr 3169 i 3413).  ,,Stanis?aw Gaw?owski ,sekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1802,VI,OSZ,VI,154,,,Izabela Szadura, dyrektor Departamentu Kontroli Rynku G?ównego Inspektoratu Ochrony ?rodowiska   przedstawiciele Najwy?szej Izby Kontroli i Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej.,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
1803,VI,OSZ,VI,154,,,S?awomir Jakubczak,,,,,,,,,,,,,,,,,,
1804,VI,OSZ,VI,154,,, Bogus?awa Kram,,,,,,,,,,,,,,,,,,
1805,VI,OSZ,VI,154,,, Kamil Mica?, ,,,,,,,,,,,,,,,,,
1806,VI,OSZ,VI,154,,,Krystyna Paj?k ,- z sekretariatów Komisji w Biurze Komisji Sejmowych;  ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1807,VI,OSZ,VI,154,,,Tomasz Jaroszy?ski ,,Biuro Legislacyjne,,,,,,,,,,,,,,,,
1808,VI,OSZ,VI,155,"  - rozpatrzenie projektu dezyderatu w sprawie planowanego przez rz?d w??czenia PGL LP do sektora finansów publicznych,  ",,Bernard B?aszczyk, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1809,VI,OSZ,VI,155,"  - powo?anie podkomisji nadzwyczajnej do rozpatrzenia rz?dowego projektu ustawy o zmianie ustawy - Prawo wodne oraz niektórych innych ustaw (druk nr 3425),  ",,Janusz Wi?niewski, zast?pca prezesa Krajowego Zarz?du Gospodarki Wodnej wraz ze wspó?pracownikami ,,,,,,,,,,,1,,,,,,
1810,VI,OSZ,VI,155,"  - rozpatrzenie informacji Ministra ?rodowiska o gospodarowaniu wodami w Polsce w latach 2008-2009 (druk nr 3211), ",,Lucjan Paw?owski, cz?onek prezydium Pa?stwowej Rady Ochrony ?rodowiska wraz ze wspó?pracownikami ,,,,,,,,,1,,,,,,,,
1811,VI,OSZ,VI,155,  - sprawy bie??ce. ,,Anna Czy?ewska, dyrektor Departamentu Gospodarki Wodnej Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej prof. ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1812,VI,OSZ,VI,155,,,Jan ?elazo ,(Szko?a G?ówna Gospodarstwa Wiejskiego) ,,,,,,,,1,,,,,,,,,
1813,VI,OSZ,VI,155,,,Maria Pokora, doradca techniczny w Departamencie Rolnictwa i Zagospodarowania Przestrzennego Najwy?szej Izby Kontroli. ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
1814,VI,OSZ,VI,155,,,"Krystyna Paj?k, Bogus?awa Kram, Kamil", ,Biuro Komisji Sejmowych,,,,,,,,,,,,,,,,
1815,VI,OSZ,VI,155,,,Mica? ,- z sekretariatu Komisji w Biurze Komisji Sejmowych. ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1816,VI,OSZ,VI,156,"  - pierwsze czytanie poselskiego projektu ustawy o zmianie ustawy o udost?pnianiu informacji o ?rodowisku i jego ochronie, udziale spo?ecze?stwa w ochronie ?rodowiska oraz o ocenach oddzia?ywania na ?rodowisko (druk nr 3367); ",,Stanis?aw Gaw?owski, sekretarz stanu w Ministerstwie ?rodowiska   ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1817,VI,OSZ,VI,156,  - rozpatrzenie informacji o realizacji zada? Inspekcji Ochrony ?rodowiska w 2009 r.; ,,Bernard B?aszczyk, podsekretarz stanu w M? wraz ze wspó?pracownikami ,,,,,,,,,1,,,,,,,,
1818,VI,OSZ,VI,156,  - sprawy bie??ce.  ,,Andrzej Jagusiewicz, g?ówny inspektor ochrony ?rodowiska   ,,,,,,,,,1,,,,,,,,
1819,VI,OSZ,VI,156,,,Roman Jaworski, zast?pca g?ównego inspektora ochrony ?rodowiska wraz ze wspó?pracownikami ,,,,,,,,,1,,,,,,,,
1820,VI,OSZ,VI,156,,,Katarzyna Papi?ska, doradca techniczny w Najwy?szej Izbie Kontroli ,,,,,,,,,,,1,,,,,,
1821,VI,OSZ,VI,156,,,Anna Czy?ewska, dyrektor Departamentu Gospodarki Wodnej w Narodowym Funduszu Ochrony ?rodowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1822,VI,OSZ,VI,156,,,Tomasz Winnicki, przewodnicz?cy Pa?stwowej Rady Ochrony ?rodowiska ,,,,,,,,,1,,,,,,,,
1823,VI,OSZ,VI,156,,,Ryszard Kapu?ci?ski, prezes Zarz?du G?ównego Ligi Ochrony Przyrody.,Liga Ochrony Przyrody,LOP,1,,,,,,,,,,,,,,
1824,VI,OSZ,VI,156,,,"Krystyna Paj?k, Bogus?awa Kram,  Kamil Mica?", - z sekretariatu Komisji w Biurze Komisji Sejmowych   ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1825,VI,OSZ,VI,156,,,Stefania Riccardo, sta?ystka w Kancelarii Sejmu; ,,,,,,,,,,1,,,,,,,
1826,VI,OSZ,VI,156,,,Przemys?aw Sad?o?, - legislator z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
1827,VI,OSZ,VI,157,  - projekt ustawy bud?etowej na rok 2011 (druk nr 3429) w zakresie:  ,,Stanis?aw Gaw?owski ,sekretarz stanu w Ministerstwie ?rodowiska   ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1828,VI,OSZ,VI,157,,,Bernard B?aszczyk, podsekretarz stanu w M? ze wspó?pracownikami ,,,,,,,,,1,,,,,,,,
1829,VI,OSZ,VI,157,,,Dariusz At?as, dyrektor Departamentu Finansowania Sfery Bud?etowej w Ministerstwie Finansów wraz ze wspó?pracownikami ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
1830,VI,OSZ,VI,157,,,Teresa Warcha?owska, zast?pca dyrektora Departamentu ?rodowiska Rolnictwa i Zagospodarowania Przestrzennego w Najwy?szej Izbie Kontroli wraz ze wspó?pracownikami ,,,,,,,,,,,1,,,,,,
1831,VI,OSZ,VI,157,,,Micha? Kie?sznia, generalny dyrektor ochrony ?rodowiska ,,,,,,,,,,,1,,,,,,
1832,VI,OSZ,VI,157,,,Leszek Karwowski, prezes Krajowego Zarz?du Gospodarki Wodnej ,,,,,,,,,,,1,,,,,,
1833,VI,OSZ,VI,157,,,Ma?gorzata Skucha, zast?pca prezesa Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej wraz ze wspó?pracownikami ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1834,VI,OSZ,VI,157,,,Janusz W?odarski, dyrektor generalny Pa?stwowej Agencji Atomistyki wraz ze wspó?pracownikami ,,,,,,,,,,,1,,,,,,
1835,VI,OSZ,VI,157,,,Stanis?aw Zi?ba, dyrektor Wydzia?u 'Program dla Odry-2006' w Urz?dzie Wojewódzkim we Wroc?awiu ,,,,,,,,,,,,1,,,,,
1836,VI,OSZ,VI,157,,,Stanis?aw Skupie?, przewodnicz?cy Krajowej Sekcji Pracowników Parków Narodowych NSZZ 'Solidarno??' ,NSZZ Solidarno??,NSZZ Solidarno??,,,,1,,,,,1,,,,1,,
1837,VI,OSZ,VI,157,,,Gra?yna Zagrobelna, ,,,,,,,,,,,,,,,,,
1838,VI,OSZ,VI,157,,,Piotr Lutyk, wiceprzewodnicz?cy Krajowego Sekretariatu Zasobów Naturalnych Ochrony ?rodowiska i Le?nictwa w NSZZ' Solidarno??'.,NSZZ Solidarno??,NSZZ Solidarno??,,,,1,,,,,,,,,,,
1839,VI,OSZ,VI,157,,,"Krystyna Paj?k, Bogus?awa Kram,  Kamil Mica?", - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1840,VI,OSZ,VI,158,"  - poselski projekt ustawy o zmianie ustawy - Prawo ochrony ?rodowiska (druk nr 3456), ",,Stanis?aw Gaw?owski, sekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami.,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1841,VI,OSZ,VI,158,  - sprawy bie??ce. ,,"Krystyna Paj?k, Bogus?awa Kram, Kamil Mica?", - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1842,VI,OSZ,VI,158,,,"Tomasz Jaroszy?ski,", ,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
1843,VI,OSZ,VI,158,,,Przemys?aw Sad?o?, - legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
1844,VI,OSZ,VI,159,  - rozpatrzenie poselskiego projektu ustawy o zmianie ustawy - Prawo ochrony ?rodowiska (druk nr 3456) - kontynuacja.  ,,Bernard B?aszczyk ,i,,,,,,,,,1,,,,,,,,
1845,VI,OSZ,VI,159,,, Janusz Zaleski, podsekretarze stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1846,VI,OSZ,VI,159,,,Leszek Karwowski, prezes Krajowego Zarz?du Gospodarki Wodnej ,,,,,,,,,,,1,,,,,,
1847,VI,OSZ,VI,159,,,Ma?gorzata Skucha, zast?pca prezesa Zarz?du Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1848,VI,OSZ,VI,159,,,Joanna Piekutowska, dyrektor Departamentu Inspekcji i Orzecznictwa w G?ównym Inspektoracie Ochrony ?rodowiska ,,,,,,,,,,,1,,,,,,
1849,VI,OSZ,VI,159,,,Halina B?aszczyk, doradca techniczny w Najwy?szej Izbie Kontroli.,,,,,,,,,,,1,,,,,,
1850,VI,OSZ,VI,159,,,Krystyna Paj?k,,Biuro Komisji Sejmowych,,,,,,,,,,,,,,,,
1851,VI,OSZ,VI,159,,, Bogus?awa Kram,,,,,,,,,,,,,,,,,,
1852,VI,OSZ,VI,159,,,  Kamil Mica?, - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1853,VI,OSZ,VI,159,,,Tomasz Jaroszy?ski ,i,Biuro Legislacyjne,,,,,,,,,,,,,,,,
1854,VI,OSZ,VI,159,,, Przemys?aw Sad?o?, - legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
1855,VI,OSZ,VI,160,  - pierwsze czytanie rz?dowego projektu ustawy o zmianie ustawy o lasach oraz ustawy o ochronie przyrody (druk 3422). ,,Janusz Zaleski, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1856,VI,OSZ,VI,160,,,Dariusz Bogdan ,podsekretarz stanu w Ministerstwie Gospodarki wraz ze wspó?pracownikami ,Ministerstwo Gospodarki,MG,,,,,,,1,,,,,,,,
1857,VI,OSZ,VI,160,,,Grzegorz Furma?ski, zast?pca dyrektora generalnego Lasów Pa?stwowych wraz ze wspó?pracownikami ,Lasy Pa?stwowe,,,,,,,,,,,,,,,,1
1858,VI,OSZ,VI,160,,,Robert Samoraj ,dyrektor Biura Prawnego Urz?du Regulacji Energetyki ,Urz?d Regulacji Energetyki,URE,,,,,,,,,1,,,,,,
1859,VI,OSZ,VI,160,,,Tomasz Kowalak, dyrektor Departamentu Taryf Urz?du Regulacji Energetyki ,Urz?d Regulacji Energetyki,URE,,,,,,,,,1,,,,,,
1860,VI,OSZ,VI,160,,,Leszek Jóskowiak, dyrektor departamentu w Narodowym Funduszu Ochrony ?rodowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1861,VI,OSZ,VI,160,,,Helena Kami?ska, zast?pca dyrektora departamentu w Generalnej Dyrekcji Ochrony ?rodowiska,,,,,,,,,,,1,,,,,,
1862,VI,OSZ,VI,160,,,Piotr Begier, przedstawiciel Polskiego Towarzystwa Przesy?u i Rozdzia?u Energii Elektrycznej ,Polskie Towarzystwo Przemys?u i Rozdzia?u Energii Elektrycznej ,PTPiREE,,1,,,,,,,,,,,,,
1863,VI,OSZ,VI,160,,,Andrzej Nehrebecki, z Fundacji Wspierania Edukacji Energetycznej Spo?ecze?stwa - 4E ,,,1,,,,,,,,,,,,,,
1864,VI,OSZ,VI,160,,,Katarzyna Papi?ska, doradca techniczny w Najwy?szej Izbie Kontroli.,,,,,,,,,,,1,,,,,,
1865,VI,OSZ,VI,160,,,"Katarzyna Gadecka, Bogus?awa Kram, Kamil Mica?, Anna Ornat", - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1866,VI,OSZ,VI,160,,,Przemys?aw Sad?o?, - legislator z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
1867,VI,OSZ,VI,161,"  - uchwa?? Senatu RP o stanowisku w sprawie ustawy o zmianie ustawy o Inspekcji Ochrony ?rodowiska, ustawy o dzia?ach administracji rz?dowej oraz ustawy o wojewodzie i administracji rz?dowej w województwie (druk 3522). ",, Bernard B?aszczyk, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1868,VI,OSZ,VI,161,,, Andrzej Jagusiewicz ,g?ówny inspektor ochrony ?rodowiska wraz ze wspó?pracownikami,,,,,,,,,,,1,,,,,,
1869,VI,OSZ,VI,161,,, Dariusz Ho?ub ,przedstawiciel Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
