host	id	date	location	title	guestid	guestname	cabinet		
Jonathan Michael Hill	6277af328d41c22a08f81a2b55d0aac7	27/01/2015	Brussels	Discussion of areas of common interest	97138128231-58	Academy of European Law	Cabinet members of Commissioner Tibor Navracsics		
Christine Mai	2189fb4b184b8a3d34a744fbb4214fa5	27/01/2015	Brussels, Belgium	Introductory meeting, exchange of views and priorities for youth policy 2015	43251547769-22	European Youth Forum	Cabinet members of Commissioner Tibor Navracsics		
Szabolcs Horvath	4a229f56a0819eeddb3130e77ec558b1	27/01/2015	Brussels, Belgium	Regulation of broadcasting rights	422544515758-37	Sports Rights Owners Coalition	Cabinet members of Commissioner Tibor Navracsics		
Jonathan Michael Hill	e6e8a30f9a188de34101789d923d3b90	27/01/2015	Brussels	Google News and Copyright	03181945560-59	Google	Cabinet members of Commissioner Tibor Navracsics		
Adrienn Kiraly	60bfe065fb2546a483b477dd88d9a969	27/01/2015	Brussels	Google News and Copyright	03181945560-59	Google	Cabinet members of Commissioner Tibor Navracsics		
Adrienn Kiraly	2578f7f50c3d44717a1f7c2dd58632d5	27/01/2015	Brussels	Copyright	192208015291-09	European Union National Institutes for Culture	Cabinet members of Commissioner Tibor Navracsics		
Rodrigo Ballester	609e8fd0dfe7d5b6c22f0829dd2bdfc0	27/01/2015	Brussels	Independent schools	153452315640-05	European Council of National Associations of Independent Schools	Cabinet members of Commissioner Tibor Navracsics		
Adrienn Kiraly	36a6ebdb7419881828bfb83005473fda	27/01/2015	Brussels	Copyright	65684839099-72	ICMP, the global voice of music publishing	Cabinet members of Commissioner Tibor Navracsics		
Jonathan Michael Hill	3102132f2dddc0aa82fdaa1fd5680d50	22/01/2015	Brussels	Discussion of areas of common interest	397946015525-38	European Grassroots Antiracist Movement	Cabinet members of Commissioner Tibor Navracsics		
Jonathan Michael Hill	2a42d62749b118458241fbdaa466a810	22/01/2015	Brussels	Cultural and Creative Industries	561774915625-81	European Creative Business Network	Cabinet members of Commissioner Tibor Navracsics		
Rodrigo Ballester	f349994e23c3be2151f9c10ed4d43904	22/01/2015	Brussels	Investment Plan and European Semester	06698681039-26	EUROPEAN TRADE UNION CONFEDERATION	Cabinet members of Commissioner Tibor Navracsics		
Patricia Reilly	4f75a93b8eac4cdbb879c105e34fe194	21/01/2015	Brussels, Belgium	ESOF 2016	960231515423-37	EuroScience	Cabinet members of Commissioner Tibor Navracsics		
Patricia Reilly	4f75a93b8eac4cdbb879c105e34fe194	21/01/2015	Brussels, Belgium	ESOF 2016	625087015365-29	SciCom - Making Sense of Science	Cabinet members of Commissioner Tibor Navracsics		
Rodrigo Ballester	df9c613bfb2cbdf8fb61409c89237dbc	21/01/2015	Brussels, Belgium	Interoperability and promotion of quality digital educational resources	4456380381-30	European Publishers Council	Cabinet members of Commissioner Tibor Navracsics		
Rodrigo Ballester	8a588e4f67019760d753384387c921d5	21/01/2015	Brussels, Belgium	ICT education policy	7721359944-96	IBM Corporation	Cabinet members of Commissioner Tibor Navracsics		
Adrienn Kiraly	fc42460bb6260677b75c7885b7a90e43	20/01/2015	Brussels	Copyright	57305017757-64	Center for Democracy & Technology	Cabinet members of Commissioner Tibor Navracsics		
Patricia Reilly	9ba5d1e22330a4f98472247c4f6768e9	19/01/2015	Brussels, Belgium	Food research	900198315364-62	Teagasc - Agriculture and Food Development Authority	Cabinet members of Commissioner Tibor Navracsics		
Patricia Reilly	9ba5d1e22330a4f98472247c4f6768e9	19/01/2015	Brussels, Belgium	Food research	174036315284-47	Top Institute Food and Nutrition	Cabinet members of Commissioner Tibor Navracsics		
Adrienn Kiraly	87cbeb2ecd322b1fbe55ab7d28977a1a	19/01/2015	Brussels	Copyright	829208810503-45	Société des Auteurs, Compositeurs et Editeurs de Musique	Cabinet members of Commissioner Tibor Navracsics		
Szabolcs Horvath	669a983147e4a859a329cd92a5b821b5	16/01/2015	Brussels, Belgium	Online gambling industry	29508582413-52	European Gaming and Betting Association	Cabinet members of Commissioner Tibor Navracsics		
Szabolcs Horvath	c1fa1f1dd8bd2a1fa9d37c524e2d39f2	16/01/2015	Brussels, Belgium	Run to Rio event	928000215549-37	Belgisch Olympisch & Interfederaal Comité	Cabinet members of Commissioner Tibor Navracsics		
Rodrigo Ballester	d58b5214ad29277e1726cf3110636789	15/01/2015	Brussels	ICT Skills	7721359944-96	IBM Corporation	Cabinet members of Commissioner Tibor Navracsics		
Jonathan Michael Hill	484075cc4844e47317a766f275e6f578	15/01/2015	Brussels	Meeting on the regulatory framework of football agents' activities	502023615731-55	European Football Agents Association	Cabinet members of Commissioner Tibor Navracsics		
Szabolcs Horvath	80a529dfa9edb0f4684d5db3be174a73	15/01/2015	Brussels, Belgium	Regulatory framework of football agents' activities	502023615731-55	European Football Agents Association	Cabinet members of Commissioner Tibor Navracsics		
Szabolcs Horvath	48345a363447dbb0239a11bb4060dbe6	13/01/2015	Brussels, Belgium	Preparation Münich trade fair exhibition 06/02/15	616677713667-62	Federation of the European Sporting goods Industry - FESI	Cabinet members of Commissioner Tibor Navracsics		
Adrienn Kiraly	406a1ea3ad0756848a2fabe99b74da9c	12/01/2015	Brussels	Introductory meeting	859389815176-35	European Union Youth Orchestra	Cabinet members of Commissioner Tibor Navracsics		
Rodrigo Ballester	575c6468de98b153c1753a56b465fc20	09/01/2015	Brussels, Belgium	Education and ICT	44018642457-83	ECDL Foundation	Cabinet members of Commissioner Tibor Navracsics		
Christine Mai	0715f10b2e3c13d27b89029bdb2da613	07/01/2015	Brussels, Belgium	Introductory meeting; education policy in the EU	2905437316-11	Konrad-Adenauer-Stiftung	Cabinet members of Commissioner Tibor Navracsics		
Jonathan Michael Hill	e6af75f814dccb17460a05afb8269e2d	19/12/2014	Brussels, Belgium	First discussion of areas of common interest	11063928073-34	Amnesty International European Institutions Office	Cabinet members of Commissioner Tibor Navracsics		
Rodrigo Ballester	90cd39b7f9e4a7dd76cc590cdb0d59be	18/12/2014	Berlaymont 9th floor	Digital education and investment package	40471017282-57	Samsung Electronics Europe	Cabinet members of Commissioner Tibor Navracsics		
Szabolcs Horvath	feee8826a70c6403fbe1148876ebcea4	16/12/2014	Brussels, Belgium	Introductory meeting	616677713667-62	Federation of the European Sporting goods Industry - FESI	Cabinet members of Commissioner Tibor Navracsics		
Rodrigo Ballester	113167838e798dff8291d9aadf6d5244	16/12/2014	Brussels Berlaymont	Education, growth and investment	06698681039-26	EUROPEAN TRADE UNION CONFEDERATION	Cabinet members of Commissioner Tibor Navracsics		
Szabolcs Horvath	062e46cdc359e307aa62897fd384b15f	16/12/2014	Brussels, Belgium	Online gambling industry	29508582413-52	European Gaming and Betting Association	Cabinet members of Commissioner Tibor Navracsics		
Szabolcs Horvath	1e8028dcb74e13dae098a86ef1537dcc	11/12/2014	Brussels, Belgium	Introductory meeting	797440512350-84	Fédération Internationale des Footballeurs Professionnelles Division Europe - FIFPro	Cabinet members of Commissioner Tibor Navracsics		
Jonathan Michael Hill	87a09142b96c040f91a0addca74c900d	11/12/2014	Brussels, Belgium	Presentation of the ESSCA	188286515192-19	ESSCA Ecole de Management	Cabinet members of Commissioner Tibor Navracsics		
Jonathan Michael Hill	bdacdec957ac03cf128aa41875d8a7b8	11/12/2014	Brussels, Belgium	EU media and audiovisual policy	26103486608-47	Bertelsmann SE & Co. KGaA	Cabinet members of Commissioner Tibor Navracsics		
Szabolcs Horvath	2b840724fd905e2279cc994bc803e171	11/12/2014	Brussels, Belgium	FREE project final event 17 March 2015	188286515192-19	ESSCA Ecole de Management	Cabinet members of Commissioner Tibor Navracsics		
Jonathan Michael Hill	41d205a5ed3b35adcd5f8fd58f96ece3	10/12/2014	Brussels, Belgium	EU education and skills policy	3830179837-87	McDonald's Europe	Cabinet members of Commissioner Tibor Navracsics		
Adrienn Kiraly	b35a81e4bcd0716d6c4a09c15309c663	09/12/2014	Brussels	Exchange of views and priorities for the culture sector 2015	39548622730-55	European Festivals Association	Cabinet members of Commissioner Tibor Navracsics		
Patricia Reilly	30c5eda11e3119e74983dd2efd6f9fa6	09/12/2014	Brussels	Higher Education Policy	947001511571-77	European Students' Union	Cabinet members of Commissioner Tibor Navracsics		
Adrienn Kiraly	b27328d8b505105c01309026c423a9c0	09/12/2014	Brussels	Exchange of views and priorities for the culture sector 2015	37937886834-69	European Magazine Media Association	Cabinet members of Commissioner Tibor Navracsics		
Adrienn Kiraly	11a86b42e84b4231cf7771977f70a481	08/12/2014	Brussels	Exchange of views and priorities for the culture sector 2015	11331097409-13	Culture Action Europe	Cabinet members of Commissioner Tibor Navracsics		
Szabolcs Horvath	cb02bb48390136b8221c385c4d175df6	08/12/2014	Brussels, Belgium	Football Arbitral Tribunal	255736115127-66	Stichting Registratie en Certificering Certified Players' Agent	Cabinet members of Commissioner Tibor Navracsics		
Szabolcs Horvath	38159a986e4eaeba9da30993430afb22	05/12/2014	Brussels, Belgium	ECA's role in the football world and its potential contribution to EU sport policy priorities	unregistered	European Club Association	Cabinet members of Commissioner Tibor Navracsics		
Szabolcs Horvath	bc8ba9252079f1a1447aecbb8aa48d65	04/12/2014	Brussels, Belgium	Organisation of the winter Special Olympic Games in 2017 in Austria	984231215205-95	Special Olympics Europe Eurasia	Cabinet members of Commissioner Tibor Navracsics		
Adrienn Kiraly	faaf345be0dd1c36eb11974b3dfed71d	02/12/2014	Brussels	Exchange of views and priorities for the culture sector 2015	36529354479-57	Groupement Européen des Sociétés d'Auteurs et Compositeurs	Cabinet members of Commissioner Tibor Navracsics		
Luca Magdolna Jasko	bf363abe61d86f1b24bc541cc12bd75f	02/12/2014	Brussels	introductory meeting	977907115068-02	EUN Partnership aisbl	Cabinet members of Commissioner Tibor Navracsics		
Adrienn Kiraly	dc5a3d2e338daef620c3c85ad86945ae	27/02/2014 (Cancelled)	Brussels	Google News and Copyright	03181945560-59	Google	Cabinet members of Commissioner Tibor Navracsics		
Commissioner Corina Crețu	bfb7bfe1df0a9572900d52c11760a233	17/03/2015	BERL	meeting between Commissioner Cretu and Monica Frassoni, President EU-ASE	37816636575-51	European Alliance to Save Energy			
Commissioner Corina Crețu	16ee690e0976674da04b38b5227935b9	27/01/2015	brussels	CEE Bankwatch Network	93834493808-49	CEE Bankwatch Network			
Jan Mikolaj Dzieciolowski	16d734999e6240a04baa4caa01985d5f	19/03/2015	Brussels, Belgium	Digital Single Market Strategy	761346015292-83	Time Warner Inc.	Cabinet members of Commissioner Corina Crețu		
Jan Mikolaj Dzieciolowski	89d38c053c89ba3a784fbbb29f54d372	09/03/2015	Berlaymont office, Brussels	synergies between EU funds, smart specialisation	48918086666-95	European Association of Research and Technology Organisations	Cabinet members of Commissioner Corina Crețu		
Jan Mikolaj Dzieciolowski	3ab88bebef28b0220d9036049014205d	02/03/2015	BERL 09/412	ILVA steel plant has caused severe problems of health and environment	566948015021-66	Associazione Peacelink	Cabinet members of Commissioner Corina Crețu		
Jan Mikolaj Dzieciolowski	28779b7eebb1727cca79d2e30ba6b6cd	12/02/2015	Berlaymont building, Brussels	role of retail services in promoting growth and jobs, and in revitalising urban centres	84973761187-60	EuroCommerce	Cabinet members of Commissioner Corina Crețu		
Mikel Landabaso Alvarez	e5dc8186fcc1ab541f9c96f853e51bbd	21/01/2015	Brussels	Cohesion Policy and investments in railway	9624415524-28	UNIFE	Cabinet members of Commissioner Corina Crețu		
Mikel Landabaso Alvarez	c59fdc7ce58e4cd57b5dfb813a27a154	16/12/2014	Brussels EC Off BERL 09/374	EU Energy Policy and Regional Policy	828043215254-68	Cluster de Energia	Cabinet members of Commissioner Corina Crețu		
Mikel Landabaso Alvarez	be93e4812f6adde876f7c75d83f4119c	04/12/2014	Brussels	EU Urban agenda	12493392840-79	EUROCITIES	Cabinet members of Commissioner Corina Crețu		
Commissioner Margrethe Vestager	999adf04227521544b5ba4e25a79d9f3	03/02/2015	Brussels, Belgium	Introduction to Le Cercle de l'Industrie	60974102057-03	Le Cercle de l'Industrie			
Commissioner Margrethe Vestager	58beb63dbb18011615a3d89eff3c8bab	02/02/2015	Brussels, Belgium	Introduction to BusinessEurope	3978240953-79	BUSINESSEUROPE			
Commissioner Margrethe Vestager	0df854449916d0be8a3a1f4d55965cd0	29/01/2015	Brussels, Belgium	Introduction to the European Round Table of Industrialists	25487567824-45	European Round Table of Industrialists			
Commissioner Margrethe Vestager	985b0132b0ef2faf651a16c05606ae83	26/01/2015	Brussels, Belgium	Presentation of the Business Environment in China	592343015058-67	European Union Chamber of Commerce in China			
Commissioner Margrethe Vestager	ad482ab5f7f9d46f5628036c573fcd77	05/12/2014	Brussels, Belgium	Introduction to the European Patent Office	88930232223-19	European Patent Office			
Astrid Cousin	939249dd6133e01f6a65fcb3e0cb3faf	12/03/2015	Brussels, Belgium	Banking Legislation and Capital Market Union	799142914971-03	Banco Santander, S.A.	Cabinet members of Commissioner Margrethe Vestager		
Claes Bengtsson	1f5de6bda28abc8d6ffe012805ada4d7	11/03/2015	Brussels, Belgium	Future development of infrastructures	09586631237-74	European agri-cooperatives	Cabinet members of Commissioner Margrethe Vestager		
Linsey Mccallum	925514d30a65c6b8bcc0b6f976cc2ac5	10/03/2015	Brussels, Belgium	Discussion on telecom mergers in the European Market	946928215845-55	Rewheel	Cabinet members of Commissioner Margrethe Vestager		
Soren Schonberg	3db2512f039c131d523a67572a725a4b	03/03/2015	Brussels, Belgium	EU State Aid & Social Housing	80003592094-64	Union Européenne des Promoteurs-Constructeurs	Cabinet members of Commissioner Margrethe Vestager		
Linsey Mccallum	6a546be895aef1de50a2bb824ebf5586	26/02/2015	Brussels, Belgium	Discussion on Airport Markets	291219715847-52	easyJet	Cabinet members of Commissioner Margrethe Vestager		
Claes Bengtsson	c412cc1b09e37544b66fedc56a38ce29	25/02/2015	Brussels, Belgium	Discussion on EU Priorities related to Food and Agriculture	89352824072-19	Kellogg Company	Cabinet members of Commissioner Margrethe Vestager		
Claes Bengtsson	82bfcdb6057f80fb02e5dbcc1f8c8a63	17/02/2015	Brussels, Belgium	Introduction to EuroACE	99005441548-23	The European Alliance of Companies for Energy Efficiency in Buildings	Cabinet members of Commissioner Margrethe Vestager		
Linsey Mccallum	357600c44ed6c01ff10de7f72b4fe9cc	10/02/2015	Brussels, Belgium	Introduction to Ecommerce Europe	867433111414-11	Ecommerce Europe	Cabinet members of Commissioner Margrethe Vestager		
Ditte Juul Jorgensen Claes Bengtsson Soren Schonberg	441e9109846569dff3c64bb0c8ee1203	05/02/2015	Brussels, Belgium	Introduction to the Agriculture & Food Sector	1634450483-86	Landbrug & Fødevarer - Danish Agriculture and Food Council	Cabinet members of Commissioner Margrethe Vestager		
Astrid Cousin	bdacc392f16523f7b9f004741a55a134	28/01/2015	Brussels, Belgium	Presentation of EC Competition Rules with Trade Unions	34100356706-23	ARCTURUS GROUP	Cabinet members of Commissioner Margrethe Vestager		
Soren Schonberg	dfb79d11f58eaf5b1b38f6d74e1ee505	20/01/2015	Brussels, Belgium	Introduction to the work of Cerame-Unie	79465004946-12	Cerame-Unie	Cabinet members of Commissioner Margrethe Vestager		
Ditte Juul Jorgensen Soren Schonberg	e85979a2f27b9afd0bbfbf13b1b20a18	19/01/2015	Brussels, Belgium	Introduction to Danske Havne	040632614929-26	Danske Havne	Cabinet members of Commissioner Margrethe Vestager		
Astrid Cousin Ditte Juul Jorgensen	d41134c0212757b4058c47d3c71f5f69	16/01/2015	Brussels, Belgium	Introduction to EuroCommerce	84973761187-60	EuroCommerce	Cabinet members of Commissioner Margrethe Vestager		
Soren Schonberg	2b77745e1d78eeed09b0cc5c50e1eed8	16/01/2015	Brussels, Belgium	Discussion on EU Energy Policy	38305846546-70	The European Association for the Promotion of Cogeneration	Cabinet members of Commissioner Margrethe Vestager		
Christina Holm Eiberg	3118988a6c9723aef6b8d17a19609795	14/01/2015	Brussels, Belgium	Introduction to Confederation of Danish Industry	5749958415-41	Confederation of Danish Industry	Cabinet members of Commissioner Margrethe Vestager		
Ditte Juul Jorgensen	9ed147ba77bdd049d2c58edcddba7158	09/01/2015	Brussels, Belgium	Introduction to the work of Think Tank EUROPA	815211615744-03	Think Tank EUROPA	Cabinet members of Commissioner Margrethe Vestager		
